Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Benefits and perks,Job Type
Big Data Engineer - Manufacturing Systems & Infrastructure,-1,"Summary
Posted: Nov 22, 2022
Role Number: 200440631
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just create products — they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Apple's Manufacturing Systems & Infrastructure (MSI) team is responsible for gathering, consolidating and tracking all manufacturing data for Apple’s products, modules and manufacturing equipment worldwide. This data is used throughout the company and the product's lifecycle, from the very beginning, to validate that units being built are fully tested and of high quality before leaving the factory, all of the way through to warranty support for customers. Apple's MSI team is seeking a Big Data Engineer who possesses a real passion for developing extraordinary products with a deep appreciation for user experience. We develop web applications, batch and streaming analytics solutions using Spring, Kafka, Hadoop, Spark, Flink, Trino and other state of the art technologies in a large scale infrastructure. We are looking for a passionate and results-oriented Sr. Software Engineer/Sr. Big Data Engineer to join our team and work on some of the highly visible data projects in Operations organization!
Key Qualifications
Deep experience developing large scale distributed computing systems.
In-depth knowledge and experience in one or more of the following technologies: Big Data ecosystem, Kafka, Distributed SQL Database (Snowflake, SingleStore), HBase, Cassandra, Iceberg, Spark, Flink and Trino
In-depth knowledge and experience in one or more of the following technologies: Big Data ecosystem, Kafka, Distributed SQL Database (Snowflake, SingleStore), HBase, Cassandra, Iceberg, Spark, Flink and Trino
Extensive experience working with one or more SQL Database systems like PostgreSQL - define schema & DDL, maintain Stored Procedures, perform query optimizations, tracking DB metrics, and more
Strong software development, problem-solving and debugging skills with experience in one or more of the following languages: Java, Python, Scala
Strong software development, problem-solving and debugging skills with experience in one or more of the following languages: Java, Python, Scala
Experience building cloud native platforms using containerization technologies like Kubernetes, docker, helm and well versed in AWS/GCP or Azure
Ideally 5+ years of experience in crafting, implementing and supporting highly scalable data pipelines systems with high volume of data.
Adept at quickly grasping and distilling highly complex matters into clean, understandable solutions
Nice to have experience with data governance, security & Privacy tools like Apache Ranger, Apache Atlas
Nice to have experience with large data reporting and data visualization tools
Organized, detail oriented, and thorough in every undertaking
Ability to thrive in a multi-functional team on high profile, critical projects
Candidate should be able to initiate and explore alternate technology and approaches to solving problems.
Description
In this role we look forward to your designing and developing software architecture for large scale data pipelines and core data storage solutions to enable analytics and ML use cases and management for the Machine Metrics system at Apple Product Operations - You will be responsible in crafting, developing and maintaining our large-scale data pipelines, storage, and processing services - Build self-service analytics and ML tools to help engineering teams derive actionable metrics out of large volumes of raw data - Partner with different Ops teams, data science and engineering teams and develop platforms/apps/algorithms to answer complex questions on quality of our products. - You will work closely with the DevOps team and develop monitoring and alerting scripts on various web, data pipelines and jobs - You will have the opportunity to learn and work on the latest Big Data technologies, lead POCs to demonstrate new ideas and influence the future direction of our technology stack - Review hardware infrastructure planning and provide support when required for software upgrades.
Education & Experience
Bachelor’s / Masters degree in Computer Science Engineering
Additional Requirements
Hiring Insights
Job activity
Posted 12 days ago",4.1,Apple,"Bengaluru, Karnataka",[],N/A
ML Engineer/ Driverless-AI,-1,"Job details
Job Type
Full-time
Full Job Description
3 - 5 Year
Chennai Pune Gurgaon
Job Description
Experience in ML Engineer/ Driverless-AI
Experience in Model development and implementation with autoML and Driverless AI
Experience in H2O, Python, Model Building
Salary : Not Disclosed by Recruiter
Industry : IT Software - Other
Functional Area : IT Software - Other
Role Category : Computer/IT
Employment Type : Full-Time
Hiring Insights
Job activity
Posted 30+ days ago",-1,Xpheno,"Chennai, Tamil Nadu",[],['Full-time']
Machine Learning Engineer,-1,"Job details
Job Type
Full-time
Full Job Description
Company Description

At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate in ways no one else can for our customers and communities. By joining ServiceNow, you are part of an ambitious team of change makers who have a restless curiosity and a drive for ingenuity. We know that your best work happens when you live your best life and share your unique talents, so we do everything we can to make that possible. We dream big together, supporting each other to make our individual and collective dreams come true. The future is ours, and it starts with you.
With more than 7,700+ customers, we serve approximately 85% of the Fortune 500®, and we're proud to be one of FORTUNE 100 Best Companies to Work For® and World's Most Admired Companies™.
Learn more on Life at Now blog and hear from our employees about their experiences working at ServiceNow.
Unsure if you meet all the qualifications of a job description but are deeply excited about the role? We still encourage you to apply! At ServiceNow, we are committed to creating an inclusive environment where all voices are heard, valued, and respected. We welcome all candidates, including individuals from non-traditional, varied backgrounds, that might not come from a typical path connected to this role. We believe skills and experience are transferrable, and the desire to dream big makes for great candidates.

Job Description

What you get to do in this role:
The Advanced Technology Group (ATG) at ServiceNow is a customer-focused innovation group building intelligent software and smart user experiences using existing and latest advanced technologies to enable end-to-end, industry-leading work experiences for customers. We are a group of researchers, applied scientists, engineers, and product managers with a dual mission. We build and evolve the AI platform, and partner with teams to build products and end-to-end AI-powered work experiences. In equal measure, we lay the foundations, research, experiment, and de-risk AI technologies that unlock new work experiences in the future.
You will play a major part in building AI and Machine Learning (ML) solutions that transform the user experience and workflow efficiency of enterprise services. Traditional analytical tools tend to require a technically knowledgeable user to produce even simple results. We are taking a completely fresh approach with the expectation that any user, regardless of technical knowledge, can use the AI/ML solutions we develop to operate the services in the enterprise setting in a thoughtful and scalable manner. We are just getting started with our early-adopter customers and we need your help in building and making available an amazing range of solutions to our 5k+ enterprise customers around the world.

Build the best cloud-based AI/ML solutions to power intelligent enterprise services
Collaborate daily with a team of like-minded developers, product managers and quality engineers to produce quality software
Work with product owners to understand detailed requirements and own your code from design, implementation, testing and delivery of high-quality solutions to our users

Qualifications

To be successful in this role you have:
A Bachelor's degree and 2+ years of related experience; or an advanced degree without experience; or equivalent work experience
Expertise in Java or Python, OOP, Design Patterns, time and space-efficient algorithms
Experience building new products that use challenging algorithms
Expertise in coding efficient, object-oriented, modularized and quality software
Knowledge of core AI/ML techniques and algorithms
Knowledge of unit testing, profiling, and code tuning

Additional Information

ServiceNow is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, national origin or nationality, ancestry, age, disability, gender identity or expression, marital status, veteran status or any other category protected by law.
At ServiceNow, we lead with flexibility and trust in our distributed world of work. Click here to learn about our work personas: flexible, remote and required-in-office.
If you require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact us at talent.acquisition@servicenow.com for assistance.
For positions requiring access to technical data subject to export control regulations, including Export Administration Regulations (EAR), ServiceNow may have to obtain export licensing approval from the U.S. Government for certain individuals. All employment is contingent upon ServiceNow obtaining any export license or other approval that may be required by the U.S. Government.
Please Note: Fraudulent job postings/job scams are increasingly common. Click here to learn what to watch out for and how to protect yourself. All genuine ServiceNow job postings can be found through the ServiceNow Careers site.

From Fortune. © 2022 Fortune Media IP Limited All rights reserved. Used under license.
Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of, ServiceNow.
Hiring Insights
Job activity
Posted 1 day ago",3.7,ServiceNow,"Hyderabad, Telangana",[],['Full-time']
Machine Learning Engineer,-1,"Job details
Job Type
Regular / Permanent
Full Job Description
Job Summary :
Roles and Responsibilities:
•Create & deploy machine learning solutions. •Need exceptional skills in production level programming in python with a good understanding about data science. Develop project roadmaps that align with high-level business plan. •Able to build efficient Deep learning (specially in computer vision) pipeline and deploy high performing deep learning models at scale. A sound hands-on experience in MLOPS is big advantage.
Qualifications & Required Experience
• BTech/M. Tech in Computer science or any other relevant fields. • Candidate must have good knowledge in computer vision projects. • Minimum 2 to 3+ years of experience. (2-3 years in machine learning) • Expert level in Python Object Oriented Coding • Should have worked on live production environment for image processing / computer vision in cloud platforms (AWS/Azure/GCP). • Familiarity with machine learning frameworks (like Tensorflow or PyTorch) and libraries (like scikit-learn , StatsModels )
Experience: Minimum 3+ years of work experience post receiving BE/M. Tech degree. Candidate must not have an issue working as an individual contributor in certain situations worked product development roles and had experience of leading a small team.
Department : IT
Job Type: Permanent
Category : AI & ML
Positions : 1
Skills : IT
Hiring Insights
Job activity
Posted 3 days ago",-1,TPRI Technologies,"Bengaluru, Karnataka",[],['Regular / Permanent']
Artificial Intelligence Engineer,"₹28,000 - ₹55,000 a month","Job details
Salary
₹28,000 - ₹55,000 a month
Job Type
Full-time
Regular / Permanent
Contractual / Temporary
Freelance
Qualifications
Bachelor's (Preferred)
Total work: 1 year (Preferred)
Full Job Description
Our product is AI powered Learning as a Service Ed-Tech Rewarding Platform. It is available in both Web & Mobile Apps under the name GRIT Studies in Android Apps on Google Play.
Our Successful Candidate has ~
Our AI Engineer build and deploy the innovations that drive our business and extend boundaries.
Degree in computer science, ML, AI, or discipline relevant to AI e.g. social science
Experience supporting data science and advanced analytics teams to get their solution into production.
Advanced Python scripting/development for data science, SQL/Hive, ideally Jupyter Notebooks, collaboration/version control in Git Lab.
Experience with cloud environments like GCP, AWS or Azure
Experience with building CI/CD pipelines, especially in the context of machine learning projects (""MLOps"")
Experience working specifically with API development.
Good understanding of DevOps tools including Kubernetes, Docker
Familiarity with Machine learning - Supervised/unsupervised learning, time series analysis, feature selection, clustering, natural language processing, neural networks.
Working with a cooperative and positive attitude in a group setting to achieve common goals.
The candidate must be able to transfer data between AWS at different locations.
Construct cutting-edge machine learning models.
Monitor, train, and analyze the model performance.
Job Types: Full-time, Regular / Permanent, Freelance
Contract length: 12 months
Salary: ₹28,000.00 - ₹55,000.00 per month
Schedule:
Flexible shift
Morning shift
Supplemental pay types:
Performance bonus
Shift allowance
Ability to commute/relocate:
Madurai, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 1 year (Preferred)
Hiring Insights
Hiring 1 candidate for this role
Job activity
Employer reviewed job 1 day ago
Posted 12 days ago",-1,GRIT Talent Asia,"Madurai, Tamil Nadu",[],"['Full-time', 'Regular / Permanent', 'Contractual / Temporary', 'Freelance']"
BIG DATA ( ANALYTICS AND DATA SCIENCE ) - BIG DATA - SNOWFLAKE,-1,"BIG DATA ( ANALYTICS AND DATA SCIENCE ) - BIG DATA - SNOWFLAKE - ( 0094963 )
Description

Snowflake Job Description :
Snowflake SQL Writing SQL queries against Snowflake Developing scripts Unix, Python, etc. to do Extract, Load, and Transform data
Hands-on experience with Snowflake utilities such as SnowSQL, SnowPipe, Python, Tasks, Streams, Time travel, Optimizer, Metadata Manager, data sharing, and stored procedures.
In-depth understanding of Data Warehouse/ODS, ETL concept and modeling structure principles
Experience in Data warehousing - OLTP, OLAP, Dimensions, Facts, and Data modeling.
Experience gathering and analyzing system requirements
Good working knowledge of any ETL tool (Informatica), preferable Informatica.
Good to have familiarity with data visualization tools (Tableau/Power BI)
Ability to effectively function in a cross team's environment
Good to have exposure to AWS / Azure Data ecosystem

Primary Location : India-Maharashtra-Pune
Job Posting : Mar 31, 2023
Experience Required (In Years) : Minimum - 4 Maximum - 7
Hiring Insights
Job activity
Posted 30+ days ago",3.8,Zensar Technologies,"Pune, Maharashtra",[],N/A
Electrical Engineer/ML Engineer for autonomous car intern,"₹8,086 - ₹15,000 a month","Job details
Salary
₹8,086 - ₹15,000 a month
Job Type
Part-time
Internship
Contractual / Temporary
Freelance
Qualifications
Bachelor's (Preferred)
Total work (Preferred)
Benefits
Pulled from the full job description
Flexible schedule
Work from home
Full Job Description
We're prexinno, a cooking robot on self-driving service designed for the cities we love.
We’re building the world’s most advanced, self-driving vehicles to safely connect people to the places, things, and experiences they care about. We believe self-driving vehicles will help save lives, reshape cities, give back time in transit, and restore freedom of movement for many.
Candidate have the opportunity to grow and develop while learning from leaders at the forefront of their fields. With a culture of internal mobility, there's an opportunity to thrive in a variety of disciplines. This is a place for dreamers and doers to succeed.
If you are looking to play a part in making a positive impact in the world by advancing the revolutionary work of self-driving cars and self cooking robots, join us.
About The Role
Would you like to work with ground-breaking technology? Are you as comfortable mechanically as you are with a computer?
We are looking for a Senior Vehicle Service Technician intern to repair, maintain, and retrofit our fleet of Autonomous Vehicles. In this position you will collaborate with other Technicians in the Phoenix Market, Field Engineering, Operations, and multiple other groups across the company. Support groups will help train and guide you in the process with the primary goal of optimizing the fleet utilization rate. If you’re interested in growing your knowledge and experience in the autonomous vehicle industry, this is the job for you!
Candidates should have strong attention to detail, leadership ability, problem solving skills, diagnostic abilities, and mechanical prowess. Professionalism and sound judgment are required at all times, as well as the ability to support and strengthen a team. Ability to occasionally work evenings or weekends is needed. This role will engage on projects in which certain details must be kept confidential.
What You’ll Be Doing
Assisting technician team on service and repair of electrical, mechanical, and integration issues on autonomous vehicles and their equipment
Following processes and documenting potential improvements and issues
Collaborating with creation of repair orders stating the diagnosis, procedure performed, and parts required
Performing work with safety being top priority
Participate in continuing education and training
Assisting with fleet-wide hardware and software retrofits
What You Must Have
Strong desire and ability to pick-up new technology
Hands-on experience with mechanical, electrical, and software engineering components and an understanding of how they interact
Impeccable communication skills
A learning mindset including an open mind to critical feedback
A proven track record of emphasizing safety and quality of work
Ability to give and receive clear, prompt, understandable verbal and written communication
Ability to perform regularly physical work including, but not limited to, stooping, lifting, and moving up to 50 pounds.
High attention to detail
Ability to anticipate future issues and mitigate them before they become operational setbacks
Able to juggle numerous projects simultaneously with ease
Comfort in a dynamic and fast-paced work environment
The above physical demands describe the general nature of work being performed of the role, and are not intended to be an exhaustive list.
Bonus Points
Past successful team leadership / management experience
Experience with sensors, calibration, and/or the autonomous automotive field
Learn advancement in robotics
Job Types: Part-time, Internship, Freelance
Contract length: 3 months
Part-time hours: 30 per week
Salary: ₹8,086.00 - ₹15,000.00 per month
Benefits:
Flexible schedule
Work from home
Schedule:
Flexible shift
Supplemental pay types:
Performance bonus
Ability to commute/relocate:
Mumbai Suburban, Maharashtra: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work (Preferred)
Expected Start Date: 01/04/2023
Hiring Insights
Hiring 1 candidate for this role
Job activity
Employer reviewed job 4 days ago
Posted 16 days ago",-1,prexinno,"Remote in Mumbai, Maharashtra",[],"['Part-time', 'Internship', 'Contractual / Temporary', 'Freelance']"
Data Scientist,-1,"Roles & Responsibilities:
Structure the available data to be able to better mine patterns and derive insights; BlackBuck’s network generates diverse data varying from clickstream/transactions data generated on our diverse set of apps to telemetry data generated via sensors/devices on our trucks.
Build solutions for a wide range of problems leveraging advanced Machine Learning algorithms. Some of the problem areas are
Vehicle tracking
Route planning and optimization
Marketplace demand shaping
Insights across drivers, truck owners, and shippers
Risk / Fraud modeling for our financial services
Driver Behaviour monitoring etc.
Work closely with our engineering and product teams to ensure the data science solutions are baked into the product
Requisites / Prerequisites:
Experience: 3-7 years post Bachelors with a minimum of 2 years’ experience in Data Scientist profile.
Eligibility: B.Tech/M.Tech/PhD in CS/Statistics/Operations Research with demonstrated experience in ML/Statistics through papers/projects
Techniques span from clustering, compression, classification, matrix factorization, probabilistic graphical models, networks algorithms, topic modeling, image processing, deep learning, linear and mixed-integer programming
Interested in this position? Send your CV to careers@blackbuck.com
Hiring Insights
Job activity
Posted 30+ days ago",3.7,Blackbuck,"Bengaluru, Karnataka",[],N/A
Machine Learning Engineer (2-4 years),"Up to ₹8,00,000 a year","Job details
Salary
Up to ₹8,00,000 a year
Job Type
Full-time
Qualifications
Total work: 2 years (Required)
Full Job Description
Machine Learning Engineer
Role and responsibilities
The primary task of a Machine Learning Engineer is to create AI capable of mimicking human thought processes as closely as possible so that they can function reliably and effectively. Doing so involves the following Machine Learning Engineer job duties:
· Real- Time recognition of Human behaviours using Machine Learning in Artificial Intelligence or Deep Learning.
. Working with project managers to establish objectives for AI systems
· Creating AI algorithm prototypes based on project specifications
· Running tests to assess AI performance
· Analyzing data gathered during tests to identify strengths and weaknesses of AI
· Implementing changes to algorithms to improve AI performance
· Troubleshooting and addressing problems with deployed AI to improve user experience
· Documenting all steps in the development process
· Remaining up to date on the latest innovations in machine learning
. Strong background and experience in using R, SAS, MATLAB or equivalent statistical data analysis tools and technologies is a must.
. Hands-on skills in using techniques such as Parametric and Non-Parametric Regression models.
Skills : PYTHON, ANALYSIS
Requirements
- Bachelor's degree or above, majoring in Computer Science or related fields.
- Have a solid theoretical and engineering foundation in machine learning or computer vision, and is familiar with one or more technologies including machine learning, natural language processing, data mining, distributed computing, and computer vision (video processing/video understanding / GAN).
- Good team player, communication skills, and project management experience is preferred.
Preferred Qualifications:
- Relevant development experience in recommendation systems, computational advertising, video processing/understanding, etc.
- Good product sense, leading the rhythm in projects.
Job Type: Full-Time(perm)
Location: Chennai
Job Type: Full-time
Salary: Up to ₹800,000.00 per year
Schedule:
Day shift
Ability to commute/relocate:
Chennai, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)
Experience:
total work: 2 years (Required)
Hiring Insights
On-going need to fill this role
Job activity
Employer reviewed job 2 days ago
Posted 30+ days ago",-1,Digispoc Technology Pvt. Ltd.,"Chennai, Tamil Nadu",[],['Full-time']
Lead Consultant - AI Platforms,-1,"Job details
Job Type
Full-time
Full Job Description
JOB TITLE: LEAD CONSULTANT
CAREER LEVEL: E
Leverage technology to impact patients and ultimately save lives
Do you have expertise in, and passion for, information technology? Would you like to apply your expertise to impact the IT strategy in a company that follows the science and turns ideas into life changing medicines? If so, AstraZeneca might be the one for you!
ABOUT ASTRAZENECA
AstraZeneca is a global, science-led, patient-focused biopharmaceutical company that focuses on the discovery, development and commercialisation of prescription medicines for some of the world’s most serious disease. But we’re more than one of the world’s leading pharmaceutical companies. At AstraZeneca we’re dedicated to being a Great Place to Work.
ABOUT OUR IT TEAM
It’s a dynamic and results-oriented environment to work in – but that’s why we like it. There are countless opportunities to learn and grow, whether that’s exploring new technologies in hackathons, or redefining the roles and work of colleagues, forever. Shape your own path, with support all the way. Diverse minds that work cross- functionally and broadly together.
ABOUT THE ROLE
The Enterprise AI Platforms and Operations Team are responsible for building and running the platforms, tooling and infrastructure that powers AstraZeneca’s ambition to use AI in every step of the value chain, from discovering new compounds to patient safety systems.
We achieve this through a combination of technical leadership and agile focused development, continuously evaluating the fast-moving advancements in Machine Learning tooling for challenges across AstraZeneca’s R&D, Commercial and Operations domains. We deliver these tools through easy to access development environments that allow AstraZeneca’s Data Scientists and Machine Learning Engineers to focus on building groundbreaking solutions for patients at scale.
We are looking for an AI Platform Engineer to join our Enterprise AI Platforms and Operations Team. The ideal candidate will have industry-relevant experience delivering at scale Machine Learning or Data Science in the AWS cloud ecosystem.
You will be part of a collaborative team of multidisciplinary engineers and together have the chance to create tools that will advance the standard of healthcare, improving the lives of millions of patients across the globe. Our data science platforms will support major AI initiatives such as clinical trial data analysis, knowledge graph analytics, patient safety systems, deep learning led drug discovery, software as a medical device system.
As an AI Platform Engineer with an interest in building complex systems, you will be responsible for inventing how we use technology, machine learning, and data to enable the productivity of AstraZeneca. You will help build, deploy and develop our next generation of platforms and tools at scale.
Key Accountabilities
Collaborate with Data Scientists and Machine Learning Engineers from across the company to understand their challenges and work with them to build the platform that underpins their research.
Be a part of a high performing agile team, continuously improving AstraZeneca’s Machine Learning development environments, platforms and tooling
Work closely and collaboratively with internal governance and compliance functions such as Cyber Security and Data Privacy to secure our estate without obstructing end-user productivity.
Adapt standard machine learning methods to best exploit modern parallel environments (e.g. distributed clusters, multicore SMP, and GPU).
Champion a “production first mindset” to ensure the necessary infrastructure and platforms are available to scale exploratory research to production.
Requirements
Significant experience with AWS cloud environments. Knowledge of SageMaker,AWS Service Catalog Kubeflow, Athena, S3, EC2, RDS, Glue, Lambda, Step functions, EKS and ECS is essential. Certification in appropriate areas will be viewed favorably.
Modern DevOps mindset, using best of breed DevOps toolchains, such as Docker, Git.
Experience with infrastructure as code technology such as Ansible, Terraform and Cloud Formation
Strong software coding skills, with proficiency in Python, however exceptional ability in any language will be recognized
Experience managing an enterprise platform and service, handling new customer demand and feature requests.
Experience with containers and microservice architectures e.g., Kubernetes, Docker and serverless approaches.
Experience with Continuous Integration and the building of continuous delivery pipelines, such as: Jenkins, AWS CodePipeline, CodeBuild and CodeDeploy.
Experience with Kubernetes and container-based applications.
Experience in administering a production cluster, with an understanding of operators, storage classes and service meshes.
Other Desirable Skills
Use of Data Science modelling tools e.g., R, Python and Data Science notebooks (e.g., Jupyter).
Multi cloud experience (AWS/Azure/GCP)
Experience with open source and cloud native Machine Learning Platforms and Toolkits
Demonstrable knowledge of building MLOPs environments to a production standard
Experience on mentoring, coaching and supporting less experienced colleagues and clients
Experience with SAFe agile principles and practices.
Experience working with internal security standards and frameworks
Experience working with GxP compliant life science systems will be looked upon favourably
Experience leveraging DevOps to enable automation strategies
Creative, collaborative and resilient.
Educational background: B.E/B.Tech/MCA
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
WHY JOIN US?
We’re a network of high-reaching self-starters who contribute to something far bigger. We enable AstraZeneca to perform at its peak by delivering premier technology and data solutions.
We’re not afraid to take ownership and run with it. Empowered with unrivalled freedom. Put simply, it’s because we make a significant impact. Everything we do matters.
SO, WHAT’S NEXT?
Are you already envisioning yourself joining our team? Good, because we’d love to hear from you! Click the link to apply and we’ll be in touch as soon as we can.
WHERE CAN I FIND OUT MORE?
Our Social Media, Follow AstraZeneca on LinkedIn https://www.linkedin.com/company/1603/
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status.
Hiring Insights
Job activity
Posted 1 day ago",4.0,AstraZeneca,"Chennai, Tamil Nadu",[],['Full-time']
Staff Machine Learning Engineer,-1,"Job details
Job Type
Full-time
Full Job Description
Job Description
Engineering at GoTo
We’re the trailblazers of remote work technology. We build powerful, flexible work software that empowers everyone to live their best life, at work and beyond. And blaze even more trails along the way. There’s ample room for growth – so you can blaze your own trail here too. When you join a GoTo product team, you’ll take on a key role in this process and see your work be used by millions of users worldwide.
Currently, we are expanding the scope and scale of our global Platform Technology Group. To support this growth, we’re searching for a Staff Machine Learning Engineer (mid/senior-level) to join our team in Bangalore.
Your Day to Day
As a Staff Machine Learning Engineer, you would be working on:
Design, develop and launch efficient and reliable machine learning algorithms and models that help to enable insights.
Test and evaluate the performance of machine learning models and systems using various metrics, such as accuracy, precision, recall, and F1 score. Analyze the results and identify areas for improvement.
Act as an anchor and help build a center of excellence for ML. Mentor and coach junior machine learning engineers, data scientists, and other team members.
Ensure the scalability, reliability, and performance of machine learning models. Stay up to date with the latest machine learning research and technologies.
Identify opportunities to generate maximum business impact using AI/ML.
What We’re Looking For
As a Staff Machine Learning Engineer, your background will look like
Experience: Candidates should have at least 5-7 years of experience in the field of machine learning, with a strong track record of delivering successful machine learning projects. Experience with deep learning techniques such as convolutional neural networks (CNNs) and recurrent neural networks (RNNs)
Technical Skills: Strong programming skills in languages such as Python, Java, or C++, along with experience in machine learning frameworks like Databricks ML Flow, TensorFlow, Sagemaker or PyTorch. Knowledge of big data technologies like Hadoop, Spark, or Kafka is a must.
Problem-solving Skills: The ability to develop and implement innovative solutions to complex problems is crucial for this role.
Communication Skills: Excellent communication skills, both written and verbal, are essential for collaborating with team members, presenting findings to stakeholders, and explaining technical concepts to non-technical audiences.
Leadership Skills: As a Staff Machine Learning Engineer, the ability to lead and mentor junior members of the team is important, as is the ability to work collaboratively with other teams and stakeholders.
You’ll be working towards a shared goal with an open-minded and cohesive team greater than the sum of its parts. At GoTo, we’re passionate about growing a diverse and inclusive work ecosystem because unique takes make us a stronger company, and Stronger Together. We’re committed to creating an inclusive space for everyone, no matter what. That’s how we’ll Be Real, Think Big, Move Fast, and Keep Growing along the way. Learn more
Hiring Insights
Job activity
0
Posted 17 days ago",3.6,GoTo,"Remote in Bengaluru, Karnataka",[],['Full-time']
Jr.Data Scientist / ML Engineer,-1,"Experience: 2+ Years
Job Location: Hyderabad
Requirements
2+ years’ experience working as ML Engineer
Knowledge of R, SQL, and Python
Experience in data mining
Understanding of machine-learning concepts of supervised, unsupervised, reinforcement learning and statistical modeling
Strong math skills
Problem-solving aptitude
Experience in working with libraries like sklearn, Tensorflow, Pytorch
Good to have knowledge of Kubernetes, Containers & Monitoring tools like Prometheus
Responsibilities
Actively work with Data Scientists and productionize the solutions.
Work closely with the Application development team to integrate the model.
Work with DevOps for the development of the model
Bug Fix/Enhancement to existing models
Unit Test all the models
Primary Skills: Python, Data Science concepts, Visualizations, Data Preprocessing
Hiring Insights
Job activity
Posted 30+ days ago",-1,AppsTek Corp,"Hyderabad, Telangana",[],N/A
